Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
44,No,Travel_Frequently,713,Research & Development,50,2,2,Female,1,2,Laboratory Technician,2,Divorced,4,Yes,2,3,1,3,28,5,4,16,2,9,13
26,Yes,Travel_Frequently,546,Hardware,44,5,1,Male,3,2,Manufacturing Director,1,Single,4,Yes,14,4,4,3,12,2,3,4,2,1,1
46,No,Travel_Frequently,1004,Hardware,33,3,3,Male,2,2,Manager,4,Married,4,Yes,34,3,1,1,33,4,3,15,10,12,12
46,No,Travel_Rarely,719,Research & Development,47,5,4,Female,3,2,Manufacturing Director,1,Divorced,5,Yes,14,4,4,4,20,5,4,20,14,5,20
21,Yes,Travel_Rarely,1500,Support,6,5,1,Female,4,4,Research Scientist,2,Divorced,5,Yes,13,1,2,3,29,3,2,10,10,3,6
22,Yes,Travel_Rarely,894,Hardware,5,5,4,Male,3,3,Sales Executive,2,Single,3,No,4,2,2,1,40,5,4,30,12,2,13
24,No,Non-Travel,1010,Support,24,3,3,Female,2,4,Sales Executive,1,Divorced,0,Yes,42,2,4,3,35,1,4,18,14,14,15
44,Yes,Travel_Rarely,853,Software,20,2,2,Female,1,5,Developer,4,Single,1,Yes,17,2,1,1,35,1,1,32,20,12,1
28,No,Travel_Rarely,650,Research & Development,37,1,2,Female,1,4,Sales Representative,3,Divorced,7,Yes,18,2,4,2,25,5,2,6,6,1,3
36,Yes,Travel_Frequently,947,Support,5,1,3,Female,3,4,Manager,2,Single,4,No,2,2,4,2,33,4,1,19,14,1,16
23,Yes,Travel_Rarely,1210,Software,49,4,1,Male,3,4,Manager,4,Divorced,7,Yes,26,1,2,4,38,1,3,4,4,2,2
44,No,Travel_Frequently,1368,Human Resources,8,3,3,Female,1,4,Developer,4,Single,8,Yes,1,4,4,1,40,6,3,36,14,10,4
46,No,Non-Travel,508,Sales,14,3,2,Male,2,1,Sales Executive,1,Married,1,No,33,4,3,4,23,3,2,3,2,3,3
21,Yes,Travel_Rarely,728,Support,45,5,1,Male,2,3,Developer,3,Single,6,Yes,9,3,3,1,27,4,1,18,8,4,12
24,Yes,Travel_Frequently,1016,Research & Development,38,5,2,Male,2,1,Healthcare Representative,2,Single,1,No,6,3,2,4,8,6,4,1,1,1,1
55,Yes,Travel_Rarely,1251,Human Resources,29,3,1,Male,2,2,Research Scientist,3,Married,3,Yes,46,2,4,3,18,3,4,5,2,5,5
19,No,Non-Travel,568,Human Resources,44,3,2,Male,1,3,Healthcare Representative,4,Single,7,No,47,1,1,2,17,1,3,10,2,1,2
59,No,Travel_Rarely,221,Human Resources,13,1,4,Male,3,2,Research Director,1,Single,8,No,6,2,4,4,14,3,4,10,3,9,3
20,Yes,Non-Travel,962,Research & Development,32,1,3,Female,1,2,Sales Executive,2,Married,8,Yes,25,4,1,2,28,4,4,26,22,9,11
43,No,Non-Travel,926,Hardware,13,5,1,Male,2,3,Laboratory Technician,2,Divorced,7,No,33,4,1,2,36,4,3,29,4,4,18
60,No,Non-Travel,955,Support,35,3,3,Male,2,2,Healthcare Representative,3,Divorced,4,No,46,3,2,1,35,5,4,30,2,3,29
56,Yes,Travel_Rarely,1008,Hardware,11,5,4,Female,3,3,Sales Executive,2,Married,3,Yes,32,3,1,3,35,4,1,19,12,12,19
34,Yes,Travel_Frequently,759,Human Resources,7,1,4,Female,2,3,Healthcare Representative,2,Single,7,No,0,3,4,4,22,2,3,14,4,1,14
56,No,Travel_Frequently,568,Support,11,5,4,Male,3,3,Sales Executive,2,Married,2,No,22,3,4,2,24,4,2,14,3,2,8
26,Yes,Travel_Rarely,652,Support,31,2,3,Female,4,5,Manufacturing Director,2,Single,1,No,4,3,1,1,7,1,2,6,5,2,1
36,Yes,Travel_Rarely,1257,Research & Development,45,5,3,Male,3,3,Manufacturing Director,2,Divorced,2,Yes,20,4,3,2,35,6,2,8,1,1,6
19,Yes,Non-Travel,495,Research & Development,10,2,2,Female,3,1,Manufacturing Director,1,Married,6,No,3,4,2,2,33,4,4,8,6,5,5
56,Yes,Non-Travel,163,Research & Development,11,1,3,Female,2,5,Manufacturing Director,3,Single,3,Yes,46,4,2,4,32,3,3,9,6,4,2
41,No,Travel_Rarely,279,Human Resources,48,2,2,Female,3,2,Healthcare Representative,2,Single,7,No,36,4,4,4,29,5,3,1,1,1,1
23,Yes,Travel_Rarely,866,Sales,25,1,3,Female,3,2,Human Resources,2,Married,4,No,46,2,1,1,12,4,3,10,2,1,7
24,Yes,Travel_Frequently,791,Hardware,8,3,1,Female,1,1,Research Director,4,Married,6,Yes,37,3,4,2,6,6,3,3,2,1,3
22,No,Travel_Frequently,1334,Support,29,5,1,Male,1,2,Human Resources,3,Single,3,No,16,3,4,2,32,3,3,16,16,5,11
54,Yes,Non-Travel,1021,Software,36,3,1,Female,3,3,Developer,1,Single,3,No,12,3,3,1,13,6,4,8,7,7,1
22,Yes,Travel_Rarely,1357,Support,34,1,1,Male,2,1,Healthcare Representative,2,Divorced,1,Yes,39,3,2,3,23,2,3,3,2,1,2
34,No,Non-Travel,502,Software,4,4,1,Female,4,4,Healthcare Representative,1,Single,7,Yes,36,2,2,3,14,1,2,8,6,4,2
59,Yes,Travel_Rarely,1095,Support,49,2,2,Male,3,4,Sales Representative,1,Married,2,No,40,2,2,3,36,4,1,22,12,6,22
39,Yes,Travel_Frequently,1106,Software,44,2,4,Female,1,5,Laboratory Technician,4,Single,4,No,34,4,4,1,13,2,2,11,6,8,2
48,No,Travel_Rarely,507,Human Resources,1,1,2,Female,2,4,Laboratory Technician,3,Single,1,Yes,8,1,3,1,23,2,1,16,3,15,3
27,No,Travel_Rarely,373,Support,4,1,3,Male,4,5,Manager,4,Married,8,Yes,21,2,3,3,11,5,2,5,4,3,2
51,No,Non-Travel,1374,Software,34,1,1,Female,2,2,Healthcare Representative,2,Single,6,No,3,1,2,3,33,3,2,17,15,12,1
41,No,Travel_Frequently,1030,Support,2,3,1,Male,2,5,Manager,2,Married,5,No,26,3,3,3,10,6,4,10,4,10,3
40,Yes,Travel_Rarely,1350,Software,46,2,1,Male,1,4,Sales Executive,3,Divorced,0,Yes,27,2,2,4,15,1,3,5,3,2,3
48,No,Travel_Rarely,1439,Sales,10,5,1,Male,1,3,Manager,2,Divorced,4,No,23,3,2,3,4,3,2,1,1,1,1
51,Yes,Travel_Rarely,679,Human Resources,49,1,4,Male,1,4,Manager,3,Single,5,Yes,8,2,1,1,16,4,1,2,1,2,1
21,Yes,Non-Travel,742,Software,10,1,3,Female,4,3,Sales Executive,4,Single,7,No,39,3,1,1,22,2,2,18,5,17,10
42,Yes,Travel_Rarely,507,Support,26,1,2,Male,3,1,Laboratory Technician,4,Divorced,0,Yes,36,2,1,4,31,5,2,16,15,11,9
34,Yes,Non-Travel,976,Support,17,1,3,Female,2,3,Manufacturing Director,1,Divorced,7,Yes,16,2,2,2,25,6,2,3,2,3,3
38,No,Travel_Rarely,110,Research & Development,40,1,2,Male,3,3,Healthcare Representative,2,Single,0,No,37,3,2,2,12,6,3,5,4,5,4
47,No,Travel_Rarely,1367,Human Resources,49,1,1,Male,3,4,Healthcare Representative,4,Married,8,Yes,10,2,2,3,27,3,2,2,2,1,1
55,Yes,Travel_Frequently,686,Hardware,5,2,3,Male,2,5,Sales Executive,4,Divorced,7,Yes,0,2,1,4,16,4,4,5,1,5,2
34,Yes,Travel_Rarely,1415,Sales,22,5,4,Female,3,4,Human Resources,3,Married,4,Yes,14,2,2,1,4,5,3,4,2,2,4
34,Yes,Travel_Rarely,1327,Research & Development,36,2,4,Female,3,3,Developer,2,Married,8,Yes,10,4,1,3,7,3,2,5,1,2,1
28,No,Non-Travel,282,Support,46,1,3,Male,2,3,Research Scientist,4,Divorced,1,No,44,4,1,3,14,1,4,4,1,3,2
23,Yes,Travel_Frequently,1115,Hardware,28,5,2,Male,1,2,Research Director,1,Divorced,0,No,34,1,1,3,36,3,2,13,8,4,1
58,Yes,Travel_Frequently,1380,Human Resources,4,2,3,Female,1,4,Manufacturing Director,1,Single,5,No,27,4,3,1,40,5,3,27,3,2,19
46,Yes,Non-Travel,662,Support,50,1,1,Male,3,4,Manager,1,Single,6,Yes,26,4,4,4,5,5,1,5,5,2,1
19,Yes,Non-Travel,554,Sales,4,4,3,Female,3,2,Research Director,1,Divorced,0,Yes,6,2,4,1,8,2,4,4,3,4,3
45,Yes,Travel_Rarely,937,Software,15,3,2,Female,4,3,Manager,3,Married,8,Yes,42,4,4,3,17,6,1,7,3,2,5
19,No,Travel_Frequently,1103,Hardware,6,1,3,Male,4,2,Research Director,1,Married,3,Yes,36,2,4,4,9,1,3,4,1,3,4
36,No,Travel_Rarely,392,Human Resources,9,2,3,Male,1,1,Sales Executive,2,Divorced,2,Yes,46,2,3,3,5,6,4,3,2,2,3
18,No,Non-Travel,1105,Hardware,46,2,4,Female,1,4,Sales Executive,4,Single,7,No,14,2,4,1,16,4,4,15,13,9,7
46,No,Non-Travel,149,Human Resources,8,2,4,Female,4,1,Research Scientist,3,Single,5,Yes,14,2,1,3,17,3,4,12,8,2,8
28,Yes,Non-Travel,1172,Support,35,2,2,Male,4,5,Research Scientist,4,Married,2,No,23,1,3,3,26,5,3,4,3,3,4
19,Yes,Travel_Frequently,746,Hardware,31,1,1,Female,4,3,Laboratory Technician,1,Married,1,Yes,7,2,3,3,3,2,2,1,1,1,1
31,Yes,Travel_Frequently,1249,Human Resources,21,1,4,Male,4,5,Laboratory Technician,4,Married,5,No,16,2,2,3,34,4,2,3,3,1,2
55,No,Travel_Frequently,896,Sales,40,4,1,Male,1,3,Developer,3,Divorced,5,Yes,38,4,4,2,20,3,3,13,5,13,11
19,No,Travel_Rarely,235,Hardware,25,2,2,Female,4,4,Research Scientist,3,Divorced,4,No,17,2,2,2,23,5,1,13,12,6,4
46,No,Travel_Rarely,677,Human Resources,21,5,3,Female,4,5,Research Scientist,1,Single,1,No,33,1,3,1,30,2,1,4,2,4,2
22,Yes,Non-Travel,1370,Research & Development,19,3,2,Female,3,1,Sales Executive,2,Single,1,Yes,6,4,2,2,18,6,3,1,1,1,1
18,Yes,Non-Travel,703,Human Resources,9,4,4,Female,2,4,Research Director,2,Divorced,8,No,25,2,4,2,31,1,1,14,3,12,6
23,No,Travel_Frequently,1453,Hardware,11,2,3,Female,1,3,Manager,1,Single,6,No,7,2,2,2,35,6,1,34,19,26,20
26,Yes,Travel_Frequently,374,Research & Development,35,5,3,Female,2,4,Healthcare Representative,3,Divorced,8,No,21,1,1,2,10,4,3,9,4,6,2
43,Yes,Travel_Rarely,1144,Research & Development,6,4,3,Female,3,5,Sales Representative,3,Divorced,7,Yes,23,4,3,3,23,2,1,21,15,19,10
59,Yes,Travel_Frequently,1478,Research & Development,23,4,3,Male,1,1,Research Scientist,2,Single,3,Yes,45,1,1,4,13,4,1,12,9,7,1
21,Yes,Travel_Frequently,1102,Support,15,4,1,Male,4,3,Research Director,3,Divorced,2,Yes,9,4,4,3,40,4,4,6,4,4,3
33,Yes,Travel_Rarely,1332,Software,46,4,4,Female,1,5,Research Director,3,Divorced,3,Yes,29,2,2,2,23,1,1,10,1,7,8
33,No,Non-Travel,923,Support,14,3,1,Male,1,5,Developer,3,Divorced,5,Yes,48,2,3,2,37,1,2,18,11,12,4
56,No,Travel_Rarely,640,Hardware,45,1,4,Male,3,4,Developer,3,Divorced,0,No,26,3,3,2,34,1,3,3,3,2,1
36,Yes,Travel_Rarely,1330,Support,46,2,4,Female,3,3,Sales Executive,3,Divorced,6,Yes,0,4,2,3,19,5,1,10,1,5,4
19,No,Non-Travel,1158,Human Resources,30,1,1,Male,2,2,Research Director,2,Married,0,Yes,37,2,4,3,22,3,2,11,2,4,9
54,No,Travel_Frequently,663,Support,47,3,4,Female,1,1,Manager,1,Married,7,No,18,4,1,1,24,6,4,13,7,1,11
56,No,Travel_Rarely,820,Software,15,4,4,Female,1,3,Manufacturing Director,4,Divorced,4,No,17,2,4,3,33,6,4,15,12,3,12
43,No,Travel_Frequently,854,Research & Development,11,5,1,Female,4,5,Research Director,4,Married,5,Yes,16,2,1,1,25,5,1,8,8,3,5
56,Yes,Non-Travel,1350,Support,12,4,1,Female,1,1,Sales Executive,3,Divorced,4,Yes,10,1,4,3,32,3,2,23,11,19,7
28,Yes,Non-Travel,597,Sales,50,2,3,Male,3,1,Laboratory Technician,1,Single,5,Yes,10,2,3,4,15,2,2,11,11,11,7
40,Yes,Travel_Frequently,295,Software,23,3,4,Male,2,5,Manager,4,Married,2,Yes,11,3,2,4,20,4,3,13,1,4,13
40,Yes,Travel_Rarely,1420,Support,39,3,2,Female,2,3,Manager,3,Divorced,8,No,8,1,3,1,13,5,1,8,3,1,3
30,Yes,Travel_Frequently,1403,Support,23,5,2,Female,3,4,Human Resources,2,Divorced,3,No,30,2,1,1,9,4,4,1,1,1,1
36,No,Non-Travel,868,Hardware,36,5,1,Male,3,4,Laboratory Technician,4,Divorced,4,Yes,24,3,1,1,7,4,2,4,1,4,4
58,Yes,Travel_Frequently,582,Hardware,50,3,1,Female,4,5,Laboratory Technician,2,Married,8,No,31,4,3,2,24,2,1,18,1,4,11
28,Yes,Non-Travel,599,Research & Development,20,1,4,Female,3,1,Healthcare Representative,2,Single,1,Yes,17,1,4,1,14,6,4,10,10,9,4
29,Yes,Travel_Frequently,276,Human Resources,22,1,3,Female,4,4,Sales Executive,2,Single,0,Yes,40,3,2,1,24,2,3,13,12,10,11
34,No,Non-Travel,105,Support,33,2,3,Male,3,2,Sales Representative,1,Married,3,Yes,36,2,1,3,40,1,2,22,16,15,9
19,No,Travel_Frequently,376,Support,20,5,2,Female,3,1,Laboratory Technician,3,Married,1,No,32,3,4,1,39,1,4,13,4,3,4
52,No,Non-Travel,349,Sales,49,1,4,Male,3,3,Manager,1,Divorced,0,Yes,3,4,1,4,28,2,2,24,15,23,13
18,Yes,Travel_Frequently,1012,Hardware,31,3,1,Male,2,5,Manager,1,Married,2,Yes,1,2,2,1,14,2,3,2,2,1,1
43,Yes,Travel_Rarely,1353,Software,40,5,3,Female,3,1,Sales Executive,3,Divorced,3,No,18,3,2,4,35,6,3,35,22,5,13
18,No,Travel_Frequently,1045,Human Resources,17,1,2,Male,1,3,Sales Executive,3,Single,8,Yes,11,2,4,1,21,4,3,14,7,3,3
39,No,Travel_Rarely,508,Hardware,44,1,1,Female,1,3,Manufacturing Director,3,Divorced,7,Yes,44,4,4,1,13,2,4,3,3,3,3
37,Yes,Travel_Frequently,298,Sales,30,2,2,Male,2,2,Research Scientist,2,Single,6,Yes,4,3,1,2,32,4,2,31,11,13,1
18,Yes,Travel_Frequently,147,Human Resources,41,2,1,Female,1,4,Developer,4,Divorced,4,No,11,1,1,1,6,1,2,4,2,1,3
18,No,Travel_Rarely,1264,Software,9,1,3,Male,1,2,Sales Executive,4,Single,4,No,30,4,1,3,22,3,1,5,5,2,5
26,Yes,Non-Travel,1055,Software,18,5,3,Male,3,5,Manager,3,Married,4,No,43,2,3,4,40,4,1,21,3,7,19
21,No,Non-Travel,787,Sales,14,1,3,Male,1,4,Sales Representative,3,Single,0,Yes,7,2,3,4,14,6,2,14,11,3,2
60,No,Travel_Frequently,947,Hardware,35,4,4,Female,2,4,Research Director,1,Single,7,Yes,14,4,1,1,5,1,1,2,2,1,1
28,No,Non-Travel,411,Software,40,4,4,Female,4,4,Human Resources,1,Divorced,5,Yes,4,3,4,2,5,5,4,5,1,4,4
21,Yes,Non-Travel,508,Hardware,12,2,2,Female,1,5,Research Scientist,3,Married,0,Yes,1,1,4,1,21,2,1,6,3,1,3
22,No,Travel_Rarely,1355,Hardware,16,1,1,Male,1,4,Sales Executive,4,Married,7,No,25,1,3,2,10,3,1,3,3,3,2
42,Yes,Non-Travel,307,Support,37,5,2,Male,2,1,Research Scientist,2,Single,4,No,40,3,3,3,32,6,2,24,1,19,8
19,Yes,Non-Travel,907,Research & Development,32,2,1,Female,4,2,Human Resources,3,Single,4,Yes,3,4,1,1,36,1,1,22,20,19,12
43,Yes,Non-Travel,281,Research & Development,1,2,3,Male,1,2,Sales Executive,4,Married,6,Yes,0,3,3,3,4,5,1,3,1,3,1
49,No,Travel_Frequently,324,Support,40,1,2,Male,1,3,Research Director,2,Married,4,No,34,4,2,2,16,2,1,6,1,2,5
23,No,Travel_Frequently,1214,Support,23,3,1,Male,2,4,Healthcare Representative,1,Divorced,0,Yes,28,3,4,3,33,6,2,31,4,31,25
39,No,Travel_Frequently,1105,Support,48,5,2,Male,1,2,Research Director,4,Divorced,3,Yes,7,2,2,1,4,1,4,4,2,2,1
39,No,Non-Travel,987,Sales,48,2,1,Male,2,2,Research Director,2,Married,6,No,47,3,4,3,3,1,3,3,1,1,1
56,No,Travel_Rarely,427,Support,9,1,1,Male,1,4,Human Resources,4,Single,7,No,43,2,4,1,18,5,2,4,1,2,2
21,Yes,Travel_Rarely,1154,Support,6,4,4,Male,3,1,Developer,3,Divorced,5,No,23,1,1,2,1,4,1,1,1,1,1
22,No,Travel_Rarely,1131,Software,24,1,2,Female,4,3,Developer,1,Single,6,No,36,1,3,3,27,3,2,12,7,12,8
36,Yes,Travel_Rarely,485,Software,37,2,3,Female,1,4,Manager,1,Divorced,7,No,35,4,2,1,34,4,1,20,17,12,4
60,No,Travel_Rarely,119,Human Resources,19,2,1,Male,1,2,Human Resources,1,Divorced,3,Yes,20,4,3,2,5,2,4,5,2,5,2
59,No,Travel_Frequently,150,Hardware,10,4,1,Male,3,4,Manager,2,Divorced,8,Yes,12,3,2,4,29,4,2,25,14,13,14
52,No,Non-Travel,673,Hardware,2,4,4,Male,1,2,Research Director,1,Married,4,No,35,1,3,2,36,5,2,33,33,4,26
39,Yes,Non-Travel,691,Sales,50,1,1,Male,1,5,Manufacturing Director,2,Single,4,Yes,13,1,4,1,40,2,3,33,2,13,22
22,Yes,Travel_Frequently,647,Software,16,2,1,Female,1,4,Sales Representative,3,Married,2,No,40,4,3,4,36,3,3,27,6,9,27
48,Yes,Travel_Rarely,737,Support,20,4,2,Female,2,5,Sales Representative,1,Single,4,No,31,2,4,4,26,3,3,13,5,1,2
25,No,Travel_Frequently,1329,Research & Development,40,2,3,Male,4,2,Research Director,3,Divorced,0,Yes,23,3,1,4,39,5,1,38,27,25,18
25,Yes,Non-Travel,728,Support,24,3,1,Female,4,4,Manufacturing Director,1,Single,1,No,21,3,1,3,28,1,1,25,9,10,6
28,Yes,Travel_Rarely,863,Software,24,4,2,Female,3,5,Manager,2,Married,6,Yes,34,1,3,2,34,6,2,11,3,4,1
29,No,Non-Travel,1289,Software,31,3,3,Male,4,1,Human Resources,2,Married,1,No,24,3,2,4,39,3,1,16,10,13,12
58,Yes,Travel_Rarely,885,Hardware,21,2,3,Male,4,5,Sales Representative,4,Single,5,No,5,3,1,2,7,2,1,6,1,6,1
43,No,Travel_Rarely,228,Sales,11,3,4,Male,1,3,Research Scientist,2,Single,6,Yes,34,1,3,2,19,5,3,5,2,4,1
20,No,Non-Travel,790,Research & Development,44,5,2,Female,2,2,Sales Executive,3,Divorced,3,No,14,1,2,1,29,4,1,14,12,12,1
31,No,Non-Travel,896,Human Resources,21,5,2,Male,1,2,Research Scientist,4,Single,4,Yes,26,4,1,2,22,3,1,21,14,19,15
46,No,Non-Travel,569,Sales,31,3,2,Female,4,4,Sales Representative,2,Divorced,5,Yes,44,4,4,1,35,3,3,6,1,4,4
52,No,Travel_Frequently,185,Sales,48,2,3,Male,2,3,Sales Executive,1,Divorced,4,No,21,1,3,3,2,6,3,1,1,1,1
46,Yes,Non-Travel,1342,Support,14,3,1,Female,4,1,Developer,3,Divorced,7,No,48,2,2,4,14,6,3,9,1,6,2
30,No,Travel_Frequently,396,Software,26,1,4,Male,1,2,Manager,1,Single,0,Yes,2,1,3,2,22,4,2,20,14,6,11
53,No,Travel_Frequently,1431,Support,4,2,1,Female,3,2,Manufacturing Director,1,Single,0,No,3,4,2,2,10,2,1,1,1,1,1
42,No,Travel_Rarely,1363,Human Resources,50,4,2,Male,2,5,Research Director,1,Single,1,Yes,18,1,4,2,20,5,1,3,2,3,2
48,No,Non-Travel,181,Human Resources,26,2,3,Male,1,5,Sales Representative,2,Single,3,No,5,1,3,1,5,3,3,5,3,4,3
52,No,Travel_Frequently,952,Hardware,40,5,1,Male,3,3,Research Director,4,Married,1,Yes,44,1,3,3,10,1,1,1,1,1,1
58,No,Non-Travel,1090,Research & Development,17,5,2,Female,3,5,Manufacturing Director,3,Single,8,No,39,4,3,1,34,3,2,7,3,4,2
28,Yes,Non-Travel,239,Hardware,3,4,1,Male,2,4,Sales Representative,4,Single,0,Yes,9,1,1,4,32,4,2,20,6,1,18
52,No,Travel_Rarely,542,Human Resources,13,4,4,Male,1,1,Healthcare Representative,3,Divorced,1,Yes,12,2,1,4,4,6,4,4,3,1,2
22,No,Travel_Rarely,174,Human Resources,13,5,3,Male,4,3,Research Director,1,Divorced,8,No,43,2,4,1,38,3,2,12,6,5,5
24,No,Non-Travel,621,Support,10,4,2,Female,1,1,Laboratory Technician,4,Divorced,5,No,17,2,4,2,28,3,2,9,9,5,6
60,No,Non-Travel,720,Sales,32,2,4,Male,4,5,Human Resources,3,Married,5,No,25,3,3,4,14,3,4,13,6,13,1
20,Yes,Non-Travel,791,Human Resources,44,2,4,Male,3,1,Sales Representative,2,Married,6,Yes,20,2,2,3,35,5,3,21,19,8,9
54,No,Travel_Rarely,1209,Sales,25,3,2,Male,3,5,Manager,1,Single,0,No,12,4,4,3,17,1,4,14,3,11,6
53,No,Non-Travel,601,Support,11,3,4,Male,3,5,Manager,1,Married,8,No,33,4,2,2,16,5,3,16,9,12,12
20,No,Travel_Rarely,982,Software,19,1,2,Female,3,3,Research Director,1,Married,3,Yes,0,3,2,2,38,5,3,37,37,3,28
18,No,Travel_Frequently,1145,Human Resources,33,5,3,Male,4,1,Manufacturing Director,3,Divorced,4,Yes,33,2,3,3,1,1,4,1,1,1,1
26,Yes,Travel_Rarely,1157,Research & Development,14,1,1,Male,3,4,Healthcare Representative,3,Divorced,6,Yes,27,2,4,2,17,3,2,10,6,9,4
49,Yes,Travel_Frequently,292,Support,28,4,1,Female,2,5,Sales Executive,3,Single,7,No,3,4,4,3,30,4,2,17,5,13,9
45,Yes,Travel_Frequently,284,Research & Development,44,4,2,Female,2,1,Manufacturing Director,1,Single,0,Yes,42,3,1,1,1,5,2,1,1,1,1
46,Yes,Non-Travel,936,Human Resources,9,4,1,Male,3,3,Laboratory Technician,1,Divorced,3,No,4,2,4,4,31,6,2,20,10,2,10
23,Yes,Travel_Frequently,857,Research & Development,17,3,1,Female,1,1,Research Scientist,2,Divorced,7,Yes,28,3,3,1,17,5,3,6,2,3,3
21,Yes,Non-Travel,1387,Hardware,48,4,4,Male,2,5,Research Scientist,4,Single,7,No,11,1,2,1,16,3,3,13,6,13,13
48,Yes,Non-Travel,516,Research & Development,35,5,2,Male,2,3,Laboratory Technician,2,Divorced,4,No,19,4,3,1,39,3,3,19,2,12,7
58,No,Travel_Frequently,429,Software,50,2,2,Female,3,4,Laboratory Technician,4,Single,4,No,42,3,4,4,32,3,3,22,6,3,6
58,Yes,Travel_Rarely,1014,Human Resources,29,1,3,Female,2,4,Manager,4,Single,1,No,37,3,2,3,29,1,2,9,8,4,7
24,Yes,Travel_Rarely,899,Hardware,4,5,4,Male,2,5,Sales Executive,1,Married,5,Yes,18,4,3,3,34,6,3,20,3,17,14
24,Yes,Travel_Rarely,1101,Research & Development,23,2,1,Male,4,1,Manager,2,Divorced,4,Yes,4,2,1,1,33,5,4,17,15,15,15
27,No,Travel_Rarely,182,Support,30,2,2,Male,3,5,Research Scientist,1,Divorced,5,Yes,24,3,1,1,12,6,1,2,2,2,2
21,No,Travel_Rarely,1472,Research & Development,20,2,3,Male,4,3,Research Director,4,Divorced,6,No,34,3,2,1,29,4,1,18,11,4,11
58,No,Non-Travel,1201,Support,5,5,4,Female,4,4,Manufacturing Director,1,Divorced,8,No,42,4,1,1,29,1,1,12,11,2,3
29,No,Travel_Rarely,1251,Human Resources,26,1,4,Female,4,4,Healthcare Representative,4,Divorced,6,No,33,1,3,3,12,6,4,8,4,2,3
24,Yes,Travel_Frequently,770,Research & Development,27,2,2,Female,4,3,Sales Executive,1,Married,3,Yes,29,2,4,4,18,5,3,14,8,14,1
23,No,Travel_Frequently,849,Research & Development,14,1,1,Female,4,5,Sales Representative,1,Single,6,No,43,2,2,4,17,6,1,17,2,5,13
26,No,Non-Travel,818,Support,18,1,4,Male,3,1,Sales Representative,3,Divorced,6,No,40,1,1,2,7,3,1,1,1,1,1
33,No,Non-Travel,1171,Software,27,5,1,Female,4,5,Manager,1,Divorced,3,Yes,25,4,3,2,32,4,3,16,1,2,1
57,No,Non-Travel,1442,Sales,43,3,3,Male,2,1,Developer,1,Married,5,Yes,32,3,3,2,38,5,4,3,3,1,2
25,Yes,Non-Travel,711,Human Resources,34,4,3,Female,3,4,Developer,4,Divorced,5,No,41,2,3,2,15,3,2,15,14,7,12
43,Yes,Travel_Rarely,969,Sales,30,1,3,Female,3,1,Research Scientist,1,Divorced,1,Yes,9,1,4,1,28,2,1,28,1,15,7
49,No,Travel_Frequently,808,Support,28,5,3,Female,2,2,Manager,4,Single,6,Yes,19,4,1,1,38,3,1,33,15,28,20
37,Yes,Travel_Frequently,540,Software,40,1,2,Male,4,3,Research Director,2,Married,2,Yes,9,2,3,2,34,5,3,1,1,1,1
33,Yes,Non-Travel,301,Support,3,3,3,Female,2,3,Laboratory Technician,4,Single,6,Yes,19,3,1,4,21,5,1,15,8,6,11
30,No,Travel_Frequently,1252,Software,4,5,1,Male,1,5,Sales Executive,1,Divorced,2,No,46,2,2,1,3,4,3,1,1,1,1
54,Yes,Non-Travel,358,Hardware,10,4,1,Female,1,2,Developer,1,Married,7,No,17,4,2,1,10,6,1,7,6,5,5
23,Yes,Non-Travel,470,Hardware,35,4,3,Male,2,5,Developer,3,Divorced,2,No,2,1,2,1,31,5,4,9,4,7,4
45,Yes,Non-Travel,1419,Research & Development,20,5,2,Male,2,1,Laboratory Technician,2,Divorced,7,No,7,1,1,1,26,2,4,13,7,11,6
46,Yes,Non-Travel,1290,Hardware,15,2,2,Male,1,3,Developer,4,Married,7,Yes,26,4,4,2,24,6,4,11,8,11,2
48,Yes,Travel_Rarely,1118,Support,10,4,2,Female,4,2,Manager,1,Married,7,No,45,3,2,4,39,4,4,2,2,1,1
40,Yes,Travel_Frequently,409,Research & Development,6,2,4,Female,3,5,Laboratory Technician,1,Single,7,No,3,3,3,4,6,3,1,6,2,2,3
50,No,Travel_Rarely,1044,Human Resources,33,4,3,Male,4,3,Manager,1,Divorced,1,No,21,3,2,3,35,2,2,26,3,8,14
24,No,Travel_Frequently,1320,Human Resources,31,2,4,Female,2,4,Laboratory Technician,4,Married,0,No,34,1,3,1,25,5,4,8,8,1,1
40,No,Travel_Rarely,1085,Sales,2,4,1,Female,1,1,Manager,3,Single,4,No,20,2,4,2,12,6,3,10,3,5,8
47,Yes,Non-Travel,575,Software,18,3,2,Female,4,2,Manufacturing Director,3,Divorced,7,No,46,2,3,2,38,6,4,21,7,14,5
49,Yes,Travel_Rarely,1121,Hardware,35,3,2,Male,1,2,Manufacturing Director,4,Divorced,2,No,7,1,3,4,18,5,1,9,7,8,8
